id,market_id,user_id,bond_amount,status,reason,created_at,resolved_at
149,15,62,6.87,pending,Market manipulation,2025-12-25T23:53:18.962763+00:00,
116,15,147,17.12,rejected,Suspicious resolution,2025-12-25T23:48:29.962763+00:00,2025-12-26T13:48:29.962763+00:00
129,15,442,19.97,pending,Market manipulation,2025-12-25T23:46:17.962763+00:00,
144,15,93,40.26,pending,Price manipulation detected,2025-12-25T23:45:52.962763+00:00,
132,15,358,44.42,rejected,Suspicious resolution,2025-12-25T23:45:22.962763+00:00,2025-12-26T04:45:22.962763+00:00
152,15,181,8.02,pending,Price manipulation detected,2025-12-25T23:43:05.962763+00:00,
125,15,383,13.5,pending,Price manipulation detected,2025-12-25T23:39:35.962763+00:00,
143,15,304,46.64,pending,Suspicious resolution,2025-12-25T23:38:21.962763+00:00,
124,15,125,36.84,pending,Suspicious resolution,2025-12-25T23:38:13.962763+00:00,
122,15,445,12.88,rejected,Price manipulation detected,2025-12-25T23:38:09.962763+00:00,2025-12-27T03:38:09.962763+00:00
121,15,112,39.29,rejected,Market manipulation,2025-12-25T23:37:15.962763+00:00,2025-12-27T02:37:15.962763+00:00
138,15,318,8.61,pending,Market manipulation,2025-12-25T23:37:14.962763+00:00,
133,15,165,49.97,rejected,Market manipulation,2025-12-25T23:35:54.962763+00:00,2025-12-27T20:35:54.962763+00:00
135,15,350,25.84,accepted,Suspicious resolution,2025-12-25T23:35:00.962763+00:00,2025-12-27T13:35:00.962763+00:00
137,15,169,24.69,rejected,Market manipulation,2025-12-25T23:33:39.962763+00:00,2025-12-26T07:33:39.962763+00:00
153,15,423,15.7,pending,Price manipulation detected,2025-12-25T23:32:39.962763+00:00,
155,15,113,30.78,pending,Price manipulation detected,2025-12-25T23:31:30.962763+00:00,
140,15,155,9.88,accepted,Market manipulation,2025-12-25T23:28:24.962763+00:00,2025-12-27T04:28:24.962763+00:00
128,15,192,20.95,rejected,Market manipulation,2025-12-25T23:28:15.962763+00:00,2025-12-26T23:28:15.962763+00:00
141,15,64,14.65,accepted,Market manipulation,2025-12-25T23:26:45.962763+00:00,2025-12-27T14:26:45.962763+00:00
136,15,224,23.2,accepted,Unfair resolution,2025-12-25T23:26:19.962763+00:00,2025-12-27T16:26:19.962763+00:00
146,15,212,19.26,accepted,Price manipulation detected,2025-12-25T23:26:00.962763+00:00,2025-12-26T10:26:00.962763+00:00
151,15,70,21.01,accepted,Incorrect outcome,2025-12-25T23:25:44.962763+00:00,2025-12-26T17:25:44.962763+00:00
145,15,410,21.47,rejected,Unfair resolution,2025-12-25T23:22:27.962763+00:00,2025-12-27T18:22:27.962763+00:00
154,15,226,9.46,accepted,Unfair resolution,2025-12-25T23:21:15.962763+00:00,2025-12-27T04:21:15.962763+00:00
117,15,182,46.55,pending,Suspicious resolution,2025-12-25T23:20:42.962763+00:00,
123,15,204,28.94,accepted,Market manipulation,2025-12-25T23:19:49.962763+00:00,2025-12-26T01:19:49.962763+00:00
130,15,108,15.12,rejected,Price manipulation detected,2025-12-25T23:16:37.962763+00:00,2025-12-27T14:16:37.962763+00:00
134,15,424,8.61,pending,Unfair resolution,2025-12-25T23:16:35.962763+00:00,
126,15,520,41.5,accepted,Incorrect outcome,2025-12-25T23:14:35.962763+00:00,2025-12-27T01:14:35.962763+00:00
147,15,267,16.86,accepted,Market manipulation,2025-12-25T23:11:12.962763+00:00,2025-12-27T20:11:12.962763+00:00
148,15,277,48.05,rejected,Unfair resolution,2025-12-25T23:09:33.962763+00:00,2025-12-26T12:09:33.962763+00:00
142,15,506,13.27,rejected,Unfair resolution,2025-12-25T23:08:55.962763+00:00,2025-12-26T13:08:55.962763+00:00
120,15,376,25.28,rejected,Suspicious resolution,2025-12-25T23:08:41.962763+00:00,2025-12-26T23:08:41.962763+00:00
131,15,306,8.25,rejected,Unfair resolution,2025-12-25T23:08:24.962763+00:00,2025-12-26T10:08:24.962763+00:00
150,15,367,11.44,accepted,Incorrect outcome,2025-12-25T23:07:36.962763+00:00,2025-12-27T22:07:36.962763+00:00
127,15,74,35.36,pending,Incorrect outcome,2025-12-25T23:04:21.962763+00:00,
101,32,357,8.32,accepted,Suspicious resolution,2025-12-20T11:02:59.004370+00:00,2025-12-21T21:02:59.004370+00:00
113,32,205,47.49,accepted,Suspicious resolution,2025-12-20T11:02:43.004370+00:00,2025-12-21T07:02:43.004370+00:00
93,32,220,45.35,accepted,Price manipulation detected,2025-12-20T11:02:03.004370+00:00,2025-12-20T19:02:03.004370+00:00
111,32,397,30.98,rejected,Incorrect outcome,2025-12-20T10:57:59.004370+00:00,2025-12-21T10:57:59.004370+00:00
95,32,181,20.99,accepted,Unfair resolution,2025-12-20T10:57:27.004370+00:00,2025-12-21T06:57:27.004370+00:00
108,32,149,32.87,accepted,Price manipulation detected,2025-12-20T10:46:34.004370+00:00,2025-12-21T03:46:34.004370+00:00
103,32,257,39.78,rejected,Unfair resolution,2025-12-20T10:45:18.004370+00:00,2025-12-20T11:45:18.004370+00:00
112,32,265,15.85,rejected,Unfair resolution,2025-12-20T10:43:46.004370+00:00,2025-12-21T16:43:46.004370+00:00
94,32,90,30.64,accepted,Suspicious resolution,2025-12-20T10:43:43.004370+00:00,2025-12-21T09:43:43.004370+00:00
98,32,345,18.55,accepted,Market manipulation,2025-12-20T10:39:45.004370+00:00,2025-12-22T10:39:45.004370+00:00
90,32,247,39.36,accepted,Suspicious resolution,2025-12-20T10:36:16.004370+00:00,2025-12-20T12:36:16.004370+00:00
106,32,368,21.63,accepted,Market manipulation,2025-12-20T10:35:22.004370+00:00,2025-12-21T07:35:22.004370+00:00
110,32,460,49.25,accepted,Incorrect outcome,2025-12-20T10:35:00.004370+00:00,2025-12-21T20:35:00.004370+00:00
102,32,374,44.28,accepted,Suspicious resolution,2025-12-20T10:33:46.004370+00:00,2025-12-21T04:33:46.004370+00:00
100,32,379,32.67,rejected,Unfair resolution,2025-12-20T10:30:16.004370+00:00,2025-12-21T14:30:16.004370+00:00
96,32,81,34.83,pending,Suspicious resolution,2025-12-20T10:20:58.004370+00:00,
107,32,209,10.18,pending,Market manipulation,2025-12-20T10:17:11.004370+00:00,
91,32,463,18.12,pending,Market manipulation,2025-12-20T10:15:45.004370+00:00,
115,32,370,38.47,accepted,Price manipulation detected,2025-12-20T10:14:40.004370+00:00,2025-12-20T18:14:40.004370+00:00
92,32,495,21.02,pending,Incorrect outcome,2025-12-20T10:13:10.004370+00:00,
105,32,145,44.3,pending,Price manipulation detected,2025-12-20T10:11:41.004370+00:00,
99,32,443,32.4,pending,Incorrect outcome,2025-12-20T10:07:40.004370+00:00,
97,32,507,16.89,accepted,Unfair resolution,2025-12-20T10:07:12.004370+00:00,2025-12-21T14:07:12.004370+00:00
104,32,477,23.7,pending,Unfair resolution,2025-12-20T10:06:32.004370+00:00,
109,32,457,17.61,rejected,Incorrect outcome,2025-12-20T10:05:49.004370+00:00,2025-12-21T15:05:49.004370+00:00
114,32,386,19.36,pending,Unfair resolution,2025-12-20T10:05:17.004370+00:00,
330,39,394,36.57,accepted,Incorrect outcome,2025-12-14T14:03:45.016193+00:00,2025-12-14T15:03:45.016193+00:00
361,39,110,7.27,rejected,Market manipulation,2025-12-14T14:00:34.016193+00:00,2025-12-15T07:00:34.016193+00:00
363,39,60,42.58,pending,Suspicious resolution,2025-12-14T14:00:03.016193+00:00,
312,39,102,8.15,pending,Unfair resolution,2025-12-14T13:59:08.016193+00:00,
353,39,294,46.03,pending,Incorrect outcome,2025-12-14T13:58:52.016193+00:00,
401,39,319,26.86,pending,Suspicious resolution,2025-12-14T13:58:37.016193+00:00,
381,39,442,44.34,rejected,Price manipulation detected,2025-12-14T13:58:16.016193+00:00,2025-12-14T23:58:16.016193+00:00
383,39,261,31.92,pending,Suspicious resolution,2025-12-14T13:57:33.016193+00:00,
315,39,330,8.11,pending,Market manipulation,2025-12-14T13:57:06.016193+00:00,
347,39,439,7.39,rejected,Incorrect outcome,2025-12-14T13:56:38.016193+00:00,2025-12-16T05:56:38.016193+00:00
325,39,165,26.52,rejected,Price manipulation detected,2025-12-14T13:56:35.016193+00:00,2025-12-15T17:56:35.016193+00:00
336,39,222,38.46,accepted,Incorrect outcome,2025-12-14T13:55:25.016193+00:00,2025-12-15T04:55:25.016193+00:00
331,39,204,22.82,pending,Unfair resolution,2025-12-14T13:55:06.016193+00:00,
317,39,535,32.56,rejected,Market manipulation,2025-12-14T13:54:30.016193+00:00,2025-12-15T11:54:30.016193+00:00
398,39,112,14.27,pending,Unfair resolution,2025-12-14T13:53:25.016193+00:00,
369,39,93,41.23,pending,Price manipulation detected,2025-12-14T13:53:19.016193+00:00,
377,39,546,17.07,rejected,Suspicious resolution,2025-12-14T13:51:54.016193+00:00,2025-12-14T17:51:54.016193+00:00
376,39,70,26.45,pending,Unfair resolution,2025-12-14T13:51:26.016193+00:00,
357,39,341,26.95,rejected,Unfair resolution,2025-12-14T13:50:33.016193+00:00,2025-12-15T07:50:33.016193+00:00
355,39,152,41.65,rejected,Unfair resolution,2025-12-14T13:50:08.016193+00:00,2025-12-15T22:50:08.016193+00:00
334,39,167,17.11,rejected,Market manipulation,2025-12-14T13:49:32.016193+00:00,2025-12-15T19:49:32.016193+00:00
332,39,351,5.56,pending,Price manipulation detected,2025-12-14T13:49:13.016193+00:00,
395,39,314,47.15,rejected,Price manipulation detected,2025-12-14T13:48:59.016193+00:00,2025-12-16T13:48:59.016193+00:00
391,39,370,29.86,accepted,Unfair resolution,2025-12-14T13:48:06.016193+00:00,2025-12-14T16:48:06.016193+00:00
322,39,173,45.26,pending,Unfair resolution,2025-12-14T13:47:57.016193+00:00,
367,39,459,44.11,rejected,Incorrect outcome,2025-12-14T13:46:09.016193+00:00,2025-12-15T17:46:09.016193+00:00
340,39,449,8.26,pending,Incorrect outcome,2025-12-14T13:45:57.016193+00:00,
364,39,184,31.21,accepted,Unfair resolution,2025-12-14T13:45:16.016193+00:00,2025-12-15T00:45:16.016193+00:00
321,39,428,16.66,pending,Price manipulation detected,2025-12-14T13:45:07.016193+00:00,
371,39,197,35.97,accepted,Market manipulation,2025-12-14T13:44:22.016193+00:00,2025-12-15T08:44:22.016193+00:00
345,39,157,24.11,accepted,Suspicious resolution,2025-12-14T13:44:21.016193+00:00,2025-12-16T07:44:21.016193+00:00
352,39,107,27.65,rejected,Incorrect outcome,2025-12-14T13:43:18.016193+00:00,2025-12-16T08:43:18.016193+00:00
389,39,67,12.52,pending,Unfair resolution,2025-12-14T13:43:04.016193+00:00,
327,39,277,39.33,rejected,Price manipulation detected,2025-12-14T13:42:52.016193+00:00,2025-12-14T20:42:52.016193+00:00
314,39,509,46.94,accepted,Suspicious resolution,2025-12-14T13:39:54.016193+00:00,2025-12-15T10:39:54.016193+00:00
400,39,388,24.91,rejected,Suspicious resolution,2025-12-14T13:39:29.016193+00:00,2025-12-15T03:39:29.016193+00:00
388,39,511,22.7,pending,Unfair resolution,2025-12-14T13:39:23.016193+00:00,
335,39,462,21.46,accepted,Suspicious resolution,2025-12-14T13:37:26.016193+00:00,2025-12-14T23:37:26.016193+00:00
375,39,193,13.08,pending,Incorrect outcome,2025-12-14T13:37:19.016193+00:00,
365,39,389,27.5,rejected,Unfair resolution,2025-12-14T13:37:04.016193+00:00,2025-12-16T03:37:04.016193+00:00
360,39,416,49.63,rejected,Unfair resolution,2025-12-14T13:36:52.016193+00:00,2025-12-15T20:36:52.016193+00:00
380,39,296,43.59,rejected,Suspicious resolution,2025-12-14T13:36:31.016193+00:00,2025-12-15T23:36:31.016193+00:00
354,39,260,19.93,accepted,Suspicious resolution,2025-12-14T13:36:17.016193+00:00,2025-12-15T09:36:17.016193+00:00
374,39,435,21.6,rejected,Incorrect outcome,2025-12-14T13:35:12.016193+00:00,2025-12-15T13:35:12.016193+00:00
384,39,123,37.41,accepted,Incorrect outcome,2025-12-14T13:34:43.016193+00:00,2025-12-15T04:34:43.016193+00:00
328,39,158,19.3,accepted,Price manipulation detected,2025-12-14T13:34:08.016193+00:00,2025-12-16T09:34:08.016193+00:00
379,39,414,27.24,rejected,Suspicious resolution,2025-12-14T13:34:00.016193+00:00,2025-12-15T23:34:00.016193+00:00
338,39,401,22.25,rejected,Incorrect outcome,2025-12-14T13:33:34.016193+00:00,2025-12-15T08:33:34.016193+00:00
359,39,485,44.78,pending,Incorrect outcome,2025-12-14T13:33:26.016193+00:00,
348,39,468,5.85,accepted,Market manipulation,2025-12-14T13:31:36.016193+00:00,2025-12-15T09:31:36.016193+00:00
397,39,97,24.89,rejected,Incorrect outcome,2025-12-14T13:30:44.016193+00:00,2025-12-15T20:30:44.016193+00:00
382,39,393,44.75,rejected,Price manipulation detected,2025-12-14T13:29:19.016193+00:00,2025-12-16T08:29:19.016193+00:00
323,39,555,40.05,pending,Price manipulation detected,2025-12-14T13:28:54.016193+00:00,
316,39,491,37.92,accepted,Suspicious resolution,2025-12-14T13:27:03.016193+00:00,2025-12-14T15:27:03.016193+00:00
319,39,548,16.37,pending,Suspicious resolution,2025-12-14T13:26:56.016193+00:00,
372,39,486,8.09,rejected,Market manipulation,2025-12-14T13:25:37.016193+00:00,2025-12-15T23:25:37.016193+00:00
346,39,306,22.05,pending,Unfair resolution,2025-12-14T13:25:12.016193+00:00,
344,39,367,14.06,accepted,Incorrect outcome,2025-12-14T13:24:22.016193+00:00,2025-12-15T13:24:22.016193+00:00
396,39,358,42.22,rejected,Unfair resolution,2025-12-14T13:23:44.016193+00:00,2025-12-15T20:23:44.016193+00:00
387,39,327,25.41,pending,Incorrect outcome,2025-12-14T13:23:23.016193+00:00,
392,39,75,23.82,rejected,Unfair resolution,2025-12-14T13:22:19.016193+00:00,2025-12-15T11:22:19.016193+00:00
324,39,94,32.43,rejected,Market manipulation,2025-12-14T13:20:23.016193+00:00,2025-12-15T07:20:23.016193+00:00
366,39,505,48.2,accepted,Unfair resolution,2025-12-14T13:19:49.016193+00:00,2025-12-15T08:19:49.016193+00:00
343,39,199,11.22,pending,Unfair resolution,2025-12-14T13:19:08.016193+00:00,
320,39,357,42.5,pending,Unfair resolution,2025-12-14T13:19:01.016193+00:00,
337,39,412,31.02,pending,Price manipulation detected,2025-12-14T13:17:43.016193+00:00,
339,39,411,9.88,accepted,Unfair resolution,2025-12-14T13:17:14.016193+00:00,2025-12-14T14:17:14.016193+00:00
356,39,469,44.24,pending,Suspicious resolution,2025-12-14T13:17:14.016193+00:00,
385,39,116,13.0,pending,Price manipulation detected,2025-12-14T13:16:25.016193+00:00,
341,39,125,14.84,pending,Unfair resolution,2025-12-14T13:16:18.016193+00:00,
378,39,371,41.12,pending,Price manipulation detected,2025-12-14T13:15:19.016193+00:00,
350,39,79,9.23,accepted,Unfair resolution,2025-12-14T13:14:14.016193+00:00,2025-12-16T10:14:14.016193+00:00
390,39,280,8.6,rejected,Incorrect outcome,2025-12-14T13:14:01.016193+00:00,2025-12-15T03:14:01.016193+00:00
313,39,181,12.63,pending,Market manipulation,2025-12-14T13:13:51.016193+00:00,
393,39,198,36.29,accepted,Market manipulation,2025-12-14T13:13:39.016193+00:00,2025-12-15T18:13:39.016193+00:00
351,39,525,49.21,pending,Suspicious resolution,2025-12-14T13:13:12.016193+00:00,
362,39,504,21.95,rejected,Incorrect outcome,2025-12-14T13:13:01.016193+00:00,2025-12-16T08:13:01.016193+00:00
368,39,475,43.4,pending,Market manipulation,2025-12-14T13:12:23.016193+00:00,
399,39,212,7.18,rejected,Price manipulation detected,2025-12-14T13:12:11.016193+00:00,2025-12-15T05:12:11.016193+00:00
326,39,325,37.87,pending,Market manipulation,2025-12-14T13:10:57.016193+00:00,
373,39,78,49.78,pending,Suspicious resolution,2025-12-14T13:09:07.016193+00:00,
318,39,464,28.71,accepted,Suspicious resolution,2025-12-14T13:08:54.016193+00:00,2025-12-16T07:08:54.016193+00:00
349,39,114,23.36,accepted,Incorrect outcome,2025-12-14T13:08:23.016193+00:00,2025-12-15T11:08:23.016193+00:00
342,39,438,47.71,accepted,Price manipulation detected,2025-12-14T13:07:04.016193+00:00,2025-12-16T03:07:04.016193+00:00
386,39,113,36.62,pending,Market manipulation,2025-12-14T13:06:22.016193+00:00,
370,39,267,19.21,pending,Market manipulation,2025-12-14T13:06:07.016193+00:00,
394,39,182,20.76,rejected,Price manipulation detected,2025-12-14T13:05:25.016193+00:00,2025-12-14T22:05:25.016193+00:00
358,39,227,6.36,accepted,Suspicious resolution,2025-12-14T13:04:32.016193+00:00,2025-12-14T18:04:32.016193+00:00
333,39,126,42.05,accepted,Incorrect outcome,2025-12-14T13:04:28.016193+00:00,2025-12-15T17:04:28.016193+00:00
329,39,407,43.57,accepted,Price manipulation detected,2025-12-14T13:04:13.016193+00:00,2025-12-16T00:04:13.016193+00:00
291,38,296,12.67,rejected,Price manipulation detected,2025-12-11T17:59:46.014776+00:00,2025-12-12T01:59:46.014776+00:00
309,38,518,31.39,rejected,Incorrect outcome,2025-12-11T17:59:09.014776+00:00,2025-12-13T01:59:09.014776+00:00
308,38,470,14.91,rejected,Incorrect outcome,2025-12-11T17:54:14.014776+00:00,2025-12-13T17:54:14.014776+00:00
302,38,414,14.39,pending,Incorrect outcome,2025-12-11T17:52:21.014776+00:00,
296,38,271,14.88,pending,Price manipulation detected,2025-12-11T17:49:19.014776+00:00,
295,38,171,18.26,accepted,Price manipulation detected,2025-12-11T17:48:12.014776+00:00,2025-12-13T15:48:12.014776+00:00
306,38,77,49.82,accepted,Market manipulation,2025-12-11T17:45:59.014776+00:00,2025-12-13T11:45:59.014776+00:00
294,38,487,39.85,accepted,Incorrect outcome,2025-12-11T17:41:47.014776+00:00,2025-12-11T23:41:47.014776+00:00
299,38,506,18.8,accepted,Market manipulation,2025-12-11T17:39:49.014776+00:00,2025-12-13T00:39:49.014776+00:00
304,38,175,45.88,rejected,Unfair resolution,2025-12-11T17:37:35.014776+00:00,2025-12-13T02:37:35.014776+00:00
288,38,355,6.64,pending,Incorrect outcome,2025-12-11T17:35:26.014776+00:00,
305,38,192,44.54,rejected,Suspicious resolution,2025-12-11T17:35:06.014776+00:00,2025-12-13T02:35:06.014776+00:00
303,38,498,31.16,rejected,Unfair resolution,2025-12-11T17:35:03.014776+00:00,2025-12-13T04:35:03.014776+00:00
307,38,247,32.71,pending,Price manipulation detected,2025-12-11T17:33:34.014776+00:00,
311,38,97,12.36,accepted,Suspicious resolution,2025-12-11T17:24:29.014776+00:00,2025-12-13T04:24:29.014776+00:00
298,38,82,35.21,pending,Price manipulation detected,2025-12-11T17:24:23.014776+00:00,
301,38,268,20.95,accepted,Suspicious resolution,2025-12-11T17:19:32.014776+00:00,2025-12-12T23:19:32.014776+00:00
289,38,248,15.49,pending,Incorrect outcome,2025-12-11T17:17:54.014776+00:00,
310,38,534,6.34,pending,Suspicious resolution,2025-12-11T17:17:54.014776+00:00,
297,38,515,19.18,pending,Suspicious resolution,2025-12-11T17:13:27.014776+00:00,
292,38,424,26.88,accepted,Market manipulation,2025-12-11T17:13:12.014776+00:00,2025-12-13T08:13:12.014776+00:00
290,38,327,25.35,pending,Unfair resolution,2025-12-11T17:11:38.014776+00:00,
300,38,540,10.97,rejected,Market manipulation,2025-12-11T17:09:41.014776+00:00,2025-12-13T05:09:41.014776+00:00
293,38,531,23.68,rejected,Unfair resolution,2025-12-11T17:08:19.014776+00:00,2025-12-13T12:08:19.014776+00:00
13,16,288,41.7,accepted,Incorrect outcome,2025-12-09T15:57:40.965992+00:00,2025-12-10T15:57:40.965992+00:00
6,16,323,16.75,pending,Market manipulation,2025-12-09T15:55:44.965992+00:00,
10,16,547,46.45,pending,Incorrect outcome,2025-12-09T15:53:27.965992+00:00,
12,16,466,37.75,rejected,Price manipulation detected,2025-12-09T15:52:39.965992+00:00,2025-12-10T03:52:39.965992+00:00
