id,user_id,market_id,yes_tokens,no_tokens,total_staked,created_at,updated_at
40,59,19,0.0,143.07,49.7,2025-11-30T09:04:27.231767+00:00,2025-11-30T09:04:27.231777+00:00
41,59,40,0.0,0.0,23.08,2025-11-30T09:04:27.234421+00:00,2025-11-30T09:04:27.234430+00:00
42,59,34,123.8,0.0,47.43,2025-11-30T09:04:27.236759+00:00,2025-11-30T09:04:27.236770+00:00
43,59,20,77.36,0.0,76.53,2025-11-30T09:04:27.239842+00:00,2025-11-30T09:04:27.239851+00:00
44,59,22,0.0,42.16,21.83,2025-11-30T09:04:27.241910+00:00,2025-11-30T09:04:27.241916+00:00
45,59,41,6.35,0.0,3.92,2025-11-30T09:04:27.244944+00:00,2025-11-30T09:04:27.244954+00:00
46,59,44,0.0,0.0,7.09,2025-11-30T09:04:27.248886+00:00,2025-11-30T09:04:27.248896+00:00
47,59,31,0.0,35.43,41.05,2025-11-30T09:04:27.250939+00:00,2025-11-30T09:04:27.250947+00:00
48,59,23,21.45,0.0,12.22,2025-11-30T09:04:27.253007+00:00,2025-11-30T09:04:27.253013+00:00
49,59,39,0.0,103.74,38.39,2025-11-30T09:04:27.254942+00:00,2025-11-30T09:04:27.254953+00:00
50,59,32,0.0,0.0,10.88,2025-11-30T09:04:27.257559+00:00,2025-11-30T09:04:27.257566+00:00
51,59,35,0.0,21.11,57.67,2025-11-30T09:04:27.260044+00:00,2025-11-30T09:04:27.260055+00:00
52,59,43,23.6,0.0,14.54,2025-11-30T09:04:27.265102+00:00,2025-11-30T09:04:27.265111+00:00
53,59,42,0.0,0.0,27.39,2025-11-30T09:04:27.267787+00:00,2025-11-30T09:04:27.267796+00:00
54,61,42,73.76,0.0,29.02,2025-11-30T09:04:27.269934+00:00,2025-11-30T09:04:27.269941+00:00
55,61,38,0.0,0.0,58.93,2025-11-30T09:04:27.272128+00:00,2025-11-30T09:04:27.272135+00:00
56,61,16,0.0,0.0,43.62,2025-11-30T09:04:27.274765+00:00,2025-11-30T09:04:27.274773+00:00
57,61,15,0.0,59.06,76.41,2025-11-30T09:04:27.279203+00:00,2025-11-30T09:04:27.279217+00:00
58,61,25,0.0,66.68,90.92,2025-11-30T09:04:27.282744+00:00,2025-11-30T09:04:27.282753+00:00
59,61,37,0.0,0.0,73.68,2025-11-30T09:04:27.284905+00:00,2025-11-30T09:04:27.284913+00:00
60,61,17,0.0,65.79,38.26,2025-11-30T09:04:27.287142+00:00,2025-11-30T09:04:27.287149+00:00
61,61,24,52.38,0.0,16.89,2025-11-30T09:04:27.289473+00:00,2025-11-30T09:04:27.289481+00:00
62,61,22,0.0,0.0,38.5,2025-11-30T09:04:27.291416+00:00,2025-11-30T09:04:27.291423+00:00
63,61,30,58.77,0.0,23.6,2025-11-30T09:04:27.293248+00:00,2025-11-30T09:04:27.293254+00:00
64,61,29,0.0,6.81,41.51,2025-11-30T09:04:27.298644+00:00,2025-11-30T09:04:27.298654+00:00
65,61,27,0.0,180.07,68.47,2025-11-30T09:04:27.301460+00:00,2025-11-30T09:04:27.301469+00:00
66,61,21,0.0,48.05,31.78,2025-11-30T09:04:27.303734+00:00,2025-11-30T09:04:27.303741+00:00
67,61,20,60.78,0.0,39.54,2025-11-30T09:04:27.305725+00:00,2025-11-30T09:04:27.305732+00:00
68,61,41,0.0,0.0,45.79,2025-11-30T09:04:27.308259+00:00,2025-11-30T09:04:27.308266+00:00
69,61,36,0.0,0.0,41.3,2025-11-30T09:04:27.310515+00:00,2025-11-30T09:04:27.310538+00:00
70,62,19,418.13,0.0,443.65,2025-11-30T09:04:27.314518+00:00,2025-11-30T09:04:27.314528+00:00
71,62,38,0.0,0.0,355.07,2025-11-30T09:04:27.317242+00:00,2025-11-30T09:04:27.317250+00:00
72,62,16,0.0,0.0,616.42,2025-11-30T09:04:27.319654+00:00,2025-11-30T09:04:27.319662+00:00
73,62,26,0.0,1558.71,733.95,2025-11-30T09:04:27.321588+00:00,2025-11-30T09:04:27.321596+00:00
74,62,17,664.85,0.0,864.93,2025-11-30T09:04:27.323894+00:00,2025-11-30T09:04:27.323901+00:00
75,62,34,0.0,0.0,440.53,2025-11-30T09:04:27.326232+00:00,2025-11-30T09:04:27.326241+00:00
76,62,20,305.35,0.0,135.36,2025-11-30T09:04:27.331067+00:00,2025-11-30T09:04:27.331080+00:00
77,62,15,0.0,0.0,102.01,2025-11-30T09:04:27.333817+00:00,2025-11-30T09:04:27.333825+00:00
78,62,30,1272.9,0.0,724.9,2025-11-30T09:04:27.335708+00:00,2025-11-30T09:04:27.335713+00:00
79,62,36,0.0,0.0,471.37,2025-11-30T09:04:27.338082+00:00,2025-11-30T09:04:27.338090+00:00
80,62,31,0.0,0.0,292.33,2025-11-30T09:04:27.340314+00:00,2025-11-30T09:04:27.340320+00:00
81,62,35,0.0,0.0,269.65,2025-11-30T09:04:27.342232+00:00,2025-11-30T09:04:27.342239+00:00
82,62,28,0.0,0.0,259.24,2025-11-30T09:04:27.344859+00:00,2025-11-30T09:04:27.344869+00:00
83,62,40,621.99,0.0,326.32,2025-11-30T09:04:27.348578+00:00,2025-11-30T09:04:27.348588+00:00
84,62,21,0.0,0.0,174.18,2025-11-30T09:04:27.350558+00:00,2025-11-30T09:04:27.350565+00:00
85,62,39,0.0,656.72,419.03,2025-11-30T09:04:27.352386+00:00,2025-11-30T09:04:27.352393+00:00
86,63,20,0.0,0.0,4.41,2025-11-30T09:04:27.354191+00:00,2025-11-30T09:04:27.354198+00:00
87,63,21,0.0,0.0,23.23,2025-11-30T09:04:27.356426+00:00,2025-11-30T09:04:27.356436+00:00
88,63,33,0.0,0.0,82.62,2025-11-30T09:04:27.358884+00:00,2025-11-30T09:04:27.358892+00:00
89,63,29,0.0,0.0,83.13,2025-11-30T09:04:27.362754+00:00,2025-11-30T09:04:27.362765+00:00
90,63,26,0.0,26.04,14.88,2025-11-30T09:04:27.366764+00:00,2025-11-30T09:04:27.366775+00:00
91,63,16,0.0,0.0,90.99,2025-11-30T09:04:27.369162+00:00,2025-11-30T09:04:27.369169+00:00
92,63,39,0.0,0.0,15.18,2025-11-30T09:04:27.371265+00:00,2025-11-30T09:04:27.371272+00:00
93,63,19,21.59,40.28,33.69,2025-11-30T09:04:27.373103+00:00,2025-11-30T09:04:27.373109+00:00
94,63,42,0.0,0.0,1.92,2025-11-30T09:04:27.375197+00:00,2025-11-30T09:04:27.375203+00:00
95,63,27,0.0,0.0,6.64,2025-11-30T09:04:27.379293+00:00,2025-11-30T09:04:27.379303+00:00
96,63,17,0.0,0.0,37.54,2025-11-30T09:04:27.382063+00:00,2025-11-30T09:04:27.382072+00:00
97,63,35,189.6,0.0,93.0,2025-11-30T09:04:27.383904+00:00,2025-11-30T09:04:27.383911+00:00
98,63,31,0.0,0.0,48.71,2025-11-30T09:04:27.386724+00:00,2025-11-30T09:04:27.386734+00:00
99,63,43,0.0,69.7,25.72,2025-11-30T09:04:27.389438+00:00,2025-11-30T09:04:27.389448+00:00
100,64,40,0.0,86.36,50.99,2025-11-30T09:04:27.391714+00:00,2025-11-30T09:04:27.391723+00:00
101,64,42,0.0,0.0,4.99,2025-11-30T09:04:27.394703+00:00,2025-11-30T09:04:27.394715+00:00
102,64,36,0.0,44.67,30.16,2025-11-30T09:04:27.399288+00:00,2025-11-30T09:04:27.399299+00:00
103,64,17,0.0,0.0,1.89,2025-11-30T09:04:27.401513+00:00,2025-11-30T09:04:27.401520+00:00
104,64,30,138.13,0.0,50.0,2025-11-30T09:04:27.403638+00:00,2025-11-30T09:04:27.403645+00:00
105,64,31,50.79,59.88,79.13,2025-11-30T09:04:27.405762+00:00,2025-11-30T09:04:27.405769+00:00
106,64,20,127.98,0.0,51.24,2025-11-30T09:04:27.407952+00:00,2025-11-30T09:04:27.407959+00:00
107,64,24,0.0,64.11,27.17,2025-11-30T09:04:27.410108+00:00,2025-11-30T09:04:27.410118+00:00
108,64,21,0.0,0.0,23.62,2025-11-30T09:04:27.414076+00:00,2025-11-30T09:04:27.414086+00:00
109,64,37,0.0,0.0,5.11,2025-11-30T09:04:27.416482+00:00,2025-11-30T09:04:27.416492+00:00
110,64,28,62.74,0.0,41.02,2025-11-30T09:04:27.419112+00:00,2025-11-30T09:04:27.419119+00:00
111,64,41,0.0,18.66,7.74,2025-11-30T09:04:27.421141+00:00,2025-11-30T09:04:27.421148+00:00
112,64,19,0.0,98.8,70.18,2025-11-30T09:04:27.423328+00:00,2025-11-30T09:04:27.423335+00:00
113,64,35,0.0,9.71,6.43,2025-11-30T09:04:27.425343+00:00,2025-11-30T09:04:27.425349+00:00
114,64,15,0.0,0.0,3.13,2025-11-30T09:04:27.429960+00:00,2025-11-30T09:04:27.429972+00:00
115,64,26,0.0,0.0,12.82,2025-11-30T09:04:27.432706+00:00,2025-11-30T09:04:27.432716+00:00
116,64,39,0.0,0.0,35.13,2025-11-30T09:04:27.434845+00:00,2025-11-30T09:04:27.434853+00:00
117,65,21,1060.51,0.0,452.03,2025-11-30T09:04:27.437134+00:00,2025-11-30T09:04:27.437166+00:00
118,65,32,0.0,0.0,95.38,2025-11-30T09:04:27.439526+00:00,2025-11-30T09:04:27.439533+00:00
119,65,16,0.0,0.0,132.28,2025-11-30T09:04:27.441777+00:00,2025-11-30T09:04:27.441783+00:00
120,65,27,0.0,577.97,288.41,2025-11-30T09:04:27.444876+00:00,2025-11-30T09:04:27.444886+00:00
121,65,17,0.0,373.7,260.86,2025-11-30T09:04:27.448255+00:00,2025-11-30T09:04:27.448265+00:00
122,65,18,0.0,0.0,357.59,2025-11-30T09:04:27.450388+00:00,2025-11-30T09:04:27.450394+00:00
123,65,37,0.0,0.0,267.79,2025-11-30T09:04:27.453014+00:00,2025-11-30T09:04:27.453021+00:00
124,65,35,782.51,1557.59,845.32,2025-11-30T09:04:27.455354+00:00,2025-11-30T09:04:27.455361+00:00
125,65,20,764.03,0.0,436.44,2025-11-30T09:04:27.457556+00:00,2025-11-30T09:04:27.457563+00:00
126,65,22,0.0,437.84,472.38,2025-11-30T09:04:27.459886+00:00,2025-11-30T09:04:27.459894+00:00
127,65,26,0.0,0.0,400.5,2025-11-30T09:04:27.464463+00:00,2025-11-30T09:04:27.464472+00:00
128,65,44,0.0,205.12,537.0,2025-11-30T09:04:27.467461+00:00,2025-11-30T09:04:27.467471+00:00
129,65,29,0.0,0.0,360.49,2025-11-30T09:04:27.469480+00:00,2025-11-30T09:04:27.469487+00:00
130,65,24,820.95,0.0,413.35,2025-11-30T09:04:27.471456+00:00,2025-11-30T09:04:27.471463+00:00
131,65,34,299.93,0.0,209.9,2025-11-30T09:04:27.473295+00:00,2025-11-30T09:04:27.473301+00:00
132,65,39,0.0,310.77,132.64,2025-11-30T09:04:27.475134+00:00,2025-11-30T09:04:27.475139+00:00
133,65,31,0.0,733.11,448.74,2025-11-30T09:04:27.478345+00:00,2025-11-30T09:04:27.478359+00:00
134,66,31,62.59,0.0,26.39,2025-11-30T09:04:27.481641+00:00,2025-11-30T09:04:27.481649+00:00
135,66,22,0.0,0.0,42.45,2025-11-30T09:04:27.483860+00:00,2025-11-30T09:04:27.483866+00:00
136,66,35,0.0,69.75,25.63,2025-11-30T09:04:27.486497+00:00,2025-11-30T09:04:27.486505+00:00
137,66,34,0.0,133.1,41.44,2025-11-30T09:04:27.488717+00:00,2025-11-30T09:04:27.488725+00:00
138,66,23,0.0,0.0,31.29,2025-11-30T09:04:27.490889+00:00,2025-11-30T09:04:27.490896+00:00
139,66,24,0.0,0.0,76.16,2025-11-30T09:04:27.493521+00:00,2025-11-30T09:04:27.493535+00:00
140,66,16,0.0,0.0,46.62,2025-11-30T09:04:27.498347+00:00,2025-11-30T09:04:27.498357+00:00
141,66,42,0.0,0.0,48.79,2025-11-30T09:04:27.501144+00:00,2025-11-30T09:04:27.501153+00:00
142,66,25,0.0,0.0,7.0,2025-11-30T09:04:27.503156+00:00,2025-11-30T09:04:27.503163+00:00
143,66,27,4.97,0.0,120.85,2025-11-30T09:04:27.505118+00:00,2025-11-30T09:04:27.505125+00:00
144,66,38,0.0,76.89,38.39,2025-11-30T09:04:27.507333+00:00,2025-11-30T09:04:27.507341+00:00
145,66,30,94.23,0.0,47.32,2025-11-30T09:04:27.509273+00:00,2025-11-30T09:04:27.509279+00:00
146,66,32,33.88,0.0,22.12,2025-11-30T09:04:27.512237+00:00,2025-11-30T09:04:27.512248+00:00
147,66,26,0.0,0.0,3.51,2025-11-30T09:04:27.515296+00:00,2025-11-30T09:04:27.515305+00:00
148,66,19,0.0,0.0,46.64,2025-11-30T09:04:27.519262+00:00,2025-11-30T09:04:27.519271+00:00
149,66,36,0.0,0.0,29.6,2025-11-30T09:04:27.521780+00:00,2025-11-30T09:04:27.521787+00:00
150,67,23,80.36,0.0,29.59,2025-11-30T09:04:27.524633+00:00,2025-11-30T09:04:27.524641+00:00
151,67,41,0.0,103.96,41.26,2025-11-30T09:04:27.528449+00:00,2025-11-30T09:04:27.528471+00:00
152,67,15,0.0,0.0,21.52,2025-11-30T09:04:27.531992+00:00,2025-11-30T09:04:27.532002+00:00
153,67,34,0.0,70.11,35.58,2025-11-30T09:04:27.534343+00:00,2025-11-30T09:04:27.534351+00:00
154,67,31,0.0,0.0,47.88,2025-11-30T09:04:27.536700+00:00,2025-11-30T09:04:27.536708+00:00
155,67,36,0.0,0.0,10.42,2025-11-30T09:04:27.539049+00:00,2025-11-30T09:04:27.539056+00:00
156,67,39,0.0,23.95,52.87,2025-11-30T09:04:27.540890+00:00,2025-11-30T09:04:27.540897+00:00
157,67,38,0.0,0.0,35.79,2025-11-30T09:04:27.542730+00:00,2025-11-30T09:04:27.542736+00:00
158,67,35,0.0,0.0,11.49,2025-11-30T09:04:27.545698+00:00,2025-11-30T09:04:27.545709+00:00
159,67,19,22.68,0.0,12.88,2025-11-30T09:04:27.548830+00:00,2025-11-30T09:04:27.548840+00:00
160,67,16,0.0,0.0,17.18,2025-11-30T09:04:27.550686+00:00,2025-11-30T09:04:27.550694+00:00
161,67,32,0.0,0.0,32.99,2025-11-30T09:04:27.552621+00:00,2025-11-30T09:04:27.552627+00:00
162,67,22,33.82,0.0,21.48,2025-11-30T09:04:27.555004+00:00,2025-11-30T09:04:27.555011+00:00
163,67,30,0.0,2.93,45.29,2025-11-30T09:04:27.559987+00:00,2025-11-30T09:04:27.559999+00:00
164,67,24,0.0,0.0,112.22,2025-11-30T09:04:27.565289+00:00,2025-11-30T09:04:27.565298+00:00
165,67,40,0.0,0.0,8.96,2025-11-30T09:04:27.567905+00:00,2025-11-30T09:04:27.567915+00:00
166,67,43,0.0,0.0,26.25,2025-11-30T09:04:27.569940+00:00,2025-11-30T09:04:27.569948+00:00
167,67,18,0.0,0.0,31.12,2025-11-30T09:04:27.571848+00:00,2025-11-30T09:04:27.571855+00:00
168,68,28,0.0,188.75,128.25,2025-11-30T09:04:27.573803+00:00,2025-11-30T09:04:27.573810+00:00
169,68,29,0.0,133.2,45.94,2025-11-30T09:04:27.575629+00:00,2025-11-30T09:04:27.575635+00:00
170,68,21,33.61,0.0,17.08,2025-11-30T09:04:27.580010+00:00,2025-11-30T09:04:27.580020+00:00
171,68,33,0.0,138.4,60.84,2025-11-30T09:04:27.582234+00:00,2025-11-30T09:04:27.582241+00:00
172,68,23,92.23,0.0,29.34,2025-11-30T09:04:27.584032+00:00,2025-11-30T09:04:27.584039+00:00
173,68,16,0.0,39.12,15.35,2025-11-30T09:04:27.586190+00:00,2025-11-30T09:04:27.586197+00:00
174,68,38,0.0,60.34,84.74,2025-11-30T09:04:27.588142+00:00,2025-11-30T09:04:27.588149+00:00
175,68,36,80.91,0.0,44.1,2025-11-30T09:04:27.590190+00:00,2025-11-30T09:04:27.590196+00:00
176,68,22,100.89,0.0,48.95,2025-11-30T09:04:27.591924+00:00,2025-11-30T09:04:27.591930+00:00
177,68,27,65.1,0.0,23.57,2025-11-30T09:04:27.595838+00:00,2025-11-30T09:04:27.595849+00:00
178,68,42,0.0,43.13,95.96,2025-11-30T09:04:27.600088+00:00,2025-11-30T09:04:27.600098+00:00
179,68,24,0.0,52.7,28.28,2025-11-30T09:04:27.602323+00:00,2025-11-30T09:04:27.602331+00:00
180,68,25,0.0,0.0,8.31,2025-11-30T09:04:27.604198+00:00,2025-11-30T09:04:27.604207+00:00
181,68,34,16.9,0.0,10.22,2025-11-30T09:04:27.606156+00:00,2025-11-30T09:04:27.606162+00:00
182,68,30,0.0,0.0,15.86,2025-11-30T09:04:27.608660+00:00,2025-11-30T09:04:27.608666+00:00
183,68,39,0.0,0.0,23.85,2025-11-30T09:04:27.611527+00:00,2025-11-30T09:04:27.611538+00:00
184,71,18,0.0,0.0,45.8,2025-11-30T09:04:27.614823+00:00,2025-11-30T09:04:27.614833+00:00
185,71,22,0.0,0.0,48.3,2025-11-30T09:04:27.617446+00:00,2025-11-30T09:04:27.617457+00:00
186,71,19,0.0,0.0,12.27,2025-11-30T09:04:27.619811+00:00,2025-11-30T09:04:27.619818+00:00
187,71,36,0.0,0.0,38.4,2025-11-30T09:04:27.622402+00:00,2025-11-30T09:04:27.622409+00:00
188,71,29,0.0,0.0,9.29,2025-11-30T09:04:27.624611+00:00,2025-11-30T09:04:27.624618+00:00
189,71,35,127.71,0.0,42.11,2025-11-30T09:04:27.627910+00:00,2025-11-30T09:04:27.627925+00:00
190,71,15,0.0,51.09,68.9,2025-11-30T09:04:27.631842+00:00,2025-11-30T09:04:27.631852+00:00
191,71,31,0.0,0.0,24.3,2025-11-30T09:04:27.634250+00:00,2025-11-30T09:04:27.634258+00:00
192,71,16,0.0,0.0,19.58,2025-11-30T09:04:27.636674+00:00,2025-11-30T09:04:27.636681+00:00
193,71,20,0.0,0.0,42.42,2025-11-30T09:04:27.639258+00:00,2025-11-30T09:04:27.639266+00:00
194,71,43,17.55,0.0,11.36,2025-11-30T09:04:27.641318+00:00,2025-11-30T09:04:27.641325+00:00
195,71,44,0.0,0.0,45.07,2025-11-30T09:04:27.643690+00:00,2025-11-30T09:04:27.643718+00:00
196,71,25,49.53,0.0,29.76,2025-11-30T09:04:27.648256+00:00,2025-11-30T09:04:27.648266+00:00
197,71,24,44.97,0.0,28.77,2025-11-30T09:04:27.652586+00:00,2025-11-30T09:04:27.652595+00:00
198,71,39,37.03,0.0,25.54,2025-11-30T09:04:27.655055+00:00,2025-11-30T09:04:27.655063+00:00
199,71,41,0.0,0.0,30.65,2025-11-30T09:04:27.657655+00:00,2025-11-30T09:04:27.657663+00:00
200,71,33,0.0,92.88,38.84,2025-11-30T09:04:27.660408+00:00,2025-11-30T09:04:27.660420+00:00
201,71,23,0.0,0.0,35.87,2025-11-30T09:04:27.665099+00:00,2025-11-30T09:04:27.665109+00:00
202,74,15,0.0,0.0,18.64,2025-11-30T09:04:27.667817+00:00,2025-11-30T09:04:27.667826+00:00
203,74,29,0.0,5.19,2.29,2025-11-30T09:04:27.669977+00:00,2025-11-30T09:04:27.669985+00:00
204,74,25,0.0,33.62,15.3,2025-11-30T09:04:27.671983+00:00,2025-11-30T09:04:27.671989+00:00
205,74,43,94.02,0.0,34.58,2025-11-30T09:04:27.673854+00:00,2025-11-30T09:04:27.673860+00:00
206,74,19,47.6,29.95,64.77,2025-11-30T09:04:27.675772+00:00,2025-11-30T09:04:27.675777+00:00
207,74,23,0.0,0.0,30.1,2025-11-30T09:04:27.680091+00:00,2025-11-30T09:04:27.680100+00:00
208,74,27,0.0,0.0,96.3,2025-11-30T09:04:27.682555+00:00,2025-11-30T09:04:27.682563+00:00
209,74,42,0.0,0.0,16.71,2025-11-30T09:04:27.684718+00:00,2025-11-30T09:04:27.684725+00:00
210,74,36,0.0,0.0,47.21,2025-11-30T09:04:27.687111+00:00,2025-11-30T09:04:27.687118+00:00
211,74,17,0.0,0.0,7.82,2025-11-30T09:04:27.690084+00:00,2025-11-30T09:04:27.690092+00:00
212,74,28,0.0,42.66,23.0,2025-11-30T09:04:27.692583+00:00,2025-11-30T09:04:27.692590+00:00
213,74,44,68.7,89.56,78.43,2025-11-30T09:04:27.697636+00:00,2025-11-30T09:04:27.697646+00:00
214,74,16,0.0,0.0,48.32,2025-11-30T09:04:27.700492+00:00,2025-11-30T09:04:27.700501+00:00
215,74,31,0.0,0.0,19.33,2025-11-30T09:04:27.702452+00:00,2025-11-30T09:04:27.702459+00:00
216,74,18,0.0,0.0,16.63,2025-11-30T09:04:27.704343+00:00,2025-11-30T09:04:27.704349+00:00
217,75,36,50.46,0.0,26.28,2025-11-30T09:04:27.706150+00:00,2025-11-30T09:04:27.706156+00:00
218,75,22,0.0,18.0,10.13,2025-11-30T09:04:27.708547+00:00,2025-11-30T09:04:27.708554+00:00
219,75,43,0.0,0.0,30.02,2025-11-30T09:04:27.711087+00:00,2025-11-30T09:04:27.711096+00:00
220,75,39,0.0,0.0,84.05,2025-11-30T09:04:27.714509+00:00,2025-11-30T09:04:27.714519+00:00
221,75,18,0.0,0.0,26.86,2025-11-30T09:04:27.716872+00:00,2025-11-30T09:04:27.716881+00:00
222,75,33,0.0,0.0,77.56,2025-11-30T09:04:27.719575+00:00,2025-11-30T09:04:27.719586+00:00
223,75,40,0.0,79.78,33.93,2025-11-30T09:04:27.722210+00:00,2025-11-30T09:04:27.722218+00:00
224,75,26,0.0,50.8,52.68,2025-11-30T09:04:27.724727+00:00,2025-11-30T09:04:27.724734+00:00
225,75,35,6.3,0.0,51.26,2025-11-30T09:04:27.728034+00:00,2025-11-30T09:04:27.728047+00:00
226,75,16,0.0,65.47,24.75,2025-11-30T09:04:27.731876+00:00,2025-11-30T09:04:27.731886+00:00
227,75,30,0.0,0.0,21.37,2025-11-30T09:04:27.734786+00:00,2025-11-30T09:04:27.734797+00:00
228,75,15,0.0,0.0,2.6,2025-11-30T09:04:27.737326+00:00,2025-11-30T09:04:27.737333+00:00
229,75,41,0.0,0.0,27.77,2025-11-30T09:04:27.739439+00:00,2025-11-30T09:04:27.739445+00:00
230,75,17,0.0,98.82,39.01,2025-11-30T09:04:27.741633+00:00,2025-11-30T09:04:27.741639+00:00
231,75,23,78.43,0.0,48.18,2025-11-30T09:04:27.745026+00:00,2025-11-30T09:04:27.745037+00:00
232,75,19,19.05,0.0,8.17,2025-11-30T09:04:27.748735+00:00,2025-11-30T09:04:27.748745+00:00
233,75,27,0.0,71.88,29.29,2025-11-30T09:04:27.750720+00:00,2025-11-30T09:04:27.750728+00:00
234,76,42,0.0,0.0,32.11,2025-11-30T09:04:27.752642+00:00,2025-11-30T09:04:27.752648+00:00
235,76,27,0.0,0.0,76.66,2025-11-30T09:04:27.754716+00:00,2025-11-30T09:04:27.754724+00:00
236,76,32,0.0,0.0,87.4,2025-11-30T09:04:27.757556+00:00,2025-11-30T09:04:27.757565+00:00
237,76,35,52.07,11.03,35.21,2025-11-30T09:04:27.760921+00:00,2025-11-30T09:04:27.760935+00:00
238,76,21,0.0,0.0,8.79,2025-11-30T09:04:27.765416+00:00,2025-11-30T09:04:27.765426+00:00
239,76,23,60.72,0.0,84.64,2025-11-30T09:04:27.768615+00:00,2025-11-30T09:04:27.768624+00:00
240,76,38,0.0,0.0,64.31,2025-11-30T09:04:27.770722+00:00,2025-11-30T09:04:27.770729+00:00
241,76,19,45.9,0.0,50.6,2025-11-30T09:04:27.773051+00:00,2025-11-30T09:04:27.773057+00:00
242,76,37,0.0,0.0,39.86,2025-11-30T09:04:27.774893+00:00,2025-11-30T09:04:27.774899+00:00
243,76,25,0.0,0.0,7.72,2025-11-30T09:04:27.777933+00:00,2025-11-30T09:04:27.777943+00:00
244,76,15,0.0,52.34,26.37,2025-11-30T09:04:27.781879+00:00,2025-11-30T09:04:27.781892+00:00
