id,onchain_tx_id,event_name,tx_hash,log_index,market_id,user_address,payload_json,processed_at,duplicate,created_at
39,22,MarketResolved,0x0ccffd05e692,2,35,0x0ebb45,"{""amount"": 71.31069733541106, ""outcome"": null}",2025-11-30T09:04:54.365745+00:00,False,2025-11-30T09:04:54.365918+00:00
40,23,MarketResolved,0x067f180ec71c,0,23,0x066552,"{""amount"": 32.07576333270507, ""outcome"": null}",2025-11-30T09:04:54.371029+00:00,False,2025-11-30T09:04:54.371173+00:00
42,24,TradeExecuted,0x0a06240a77fb,0,35,0x0ec685,"{""amount"": 40.964178235345045, ""outcome"": ""YES""}",2025-11-30T09:04:54.376153+00:00,False,2025-11-30T09:04:54.376607+00:00
43,24,MarketResolved,0x0a06240a77fb,1,,0x04df4d,"{""amount"": 98.04059898617527, ""outcome"": null}",2025-11-30T09:04:54.379306+00:00,False,2025-11-30T09:04:54.379556+00:00
44,24,MarketResolved,0x0a06240a77fb,2,32,0x0c046c,"{""amount"": 97.97147642753515, ""outcome"": null}",2025-11-30T09:04:54.381269+00:00,False,2025-11-30T09:04:54.381410+00:00
46,26,LiquidityAdded,0x027a5107c4a7,0,40,0x0b8473,"{""amount"": 53.48486760583901, ""outcome"": null}",2025-11-30T09:04:54.388889+00:00,False,2025-11-30T09:04:54.389019+00:00
48,27,MarketResolved,0x037afd0f182b,0,33,0x0aaa07,"{""amount"": 73.44246612519804, ""outcome"": null}",2025-11-30T09:04:54.394477+00:00,False,2025-11-30T09:04:54.394861+00:00
49,28,TradeExecuted,0x0474180a219d,0,39,0x05e216,"{""amount"": 40.73851174935006, ""outcome"": ""NO""}",2025-11-30T09:04:54.401576+00:00,False,2025-11-30T09:04:54.401738+00:00
50,29,LiquidityAdded,0x0d70c9024f82,0,34,0x024335,"{""amount"": 16.584868427835723, ""outcome"": null}",2025-11-30T09:04:54.405077+00:00,False,2025-11-30T09:04:54.405198+00:00
51,29,LiquidityRemoved,0x0d70c9024f82,1,17,0x0e70ab,"{""amount"": 70.19647016790789, ""outcome"": null}",2025-11-30T09:04:54.406862+00:00,False,2025-11-30T09:04:54.406999+00:00
52,29,LiquidityRemoved,0x0d70c9024f82,2,,0x0822b7,"{""amount"": 79.50265050067732, ""outcome"": null}",2025-11-30T09:04:54.408206+00:00,False,2025-11-30T09:04:54.408390+00:00
53,30,TradeExecuted,0x08921e031f0b,0,35,0x02281a,"{""amount"": 54.93493319632574, ""outcome"": ""NO""}",2025-11-30T09:04:54.413426+00:00,False,2025-11-30T09:04:54.413589+00:00
54,31,LiquidityAdded,0x0e5b560729bb,0,,0x06d9d5,"{""amount"": 64.8123228900867, ""outcome"": null}",2025-11-30T09:04:54.417378+00:00,False,2025-11-30T09:04:54.417524+00:00
55,32,LiquidityAdded,0x0a1c6c0380d8,0,15,0x0a09b2,"{""amount"": 32.291416944708104, ""outcome"": null}",2025-11-30T09:04:54.421133+00:00,False,2025-11-30T09:04:54.421267+00:00
57,33,LiquidityRemoved,0x0df2600d9d6f,1,40,0x025ff2,"{""amount"": 45.952884818155844, ""outcome"": null}",2025-11-30T09:04:54.427388+00:00,False,2025-11-30T09:04:54.427811+00:00
58,34,LiquidityRemoved,0x0cb8bb07f74c,0,26,0x0d897d,"{""amount"": 41.27282318841975, ""outcome"": null}",2025-11-30T09:04:54.434191+00:00,False,2025-11-30T09:04:54.434358+00:00
59,34,LiquidityAdded,0x0cb8bb07f74c,1,31,0x0302a0,"{""amount"": 9.892773406973273, ""outcome"": null}",2025-11-30T09:04:54.435909+00:00,False,2025-11-30T09:04:54.436169+00:00
60,34,LiquidityRemoved,0x0cb8bb07f74c,2,,0x026025,"{""amount"": 68.76643808329247, ""outcome"": null}",2025-11-30T09:04:54.437525+00:00,False,2025-11-30T09:04:54.437645+00:00
61,35,LiquidityRemoved,0x0be2f606fc4e,0,35,0x09886e,"{""amount"": 37.711995407114145, ""outcome"": null}",2025-11-30T09:04:54.440541+00:00,False,2025-11-30T09:04:54.440657+00:00
62,36,LiquidityRemoved,0x098ab9031248,0,44,0x0598d6,"{""amount"": 74.88981804828799, ""outcome"": null}",2025-11-30T09:04:54.445322+00:00,False,2025-11-30T09:04:54.445531+00:00
63,36,TradeExecuted,0x098ab9031248,1,20,0x0d8884,"{""amount"": 82.35889652999269, ""outcome"": ""NO""}",2025-11-30T09:04:54.447418+00:00,False,2025-11-30T09:04:54.447583+00:00
64,37,LiquidityAdded,0x0f06420a1af6,0,28,0x0e08b7,"{""amount"": 82.93133573324019, ""outcome"": null}",2025-11-30T09:04:54.451002+00:00,False,2025-11-30T09:04:54.451125+00:00
65,37,TradeExecuted,0x0f06420a1af6,1,30,0x0876d8,"{""amount"": 51.412914028476024, ""outcome"": ""NO""}",2025-11-30T09:04:54.453853+00:00,False,2025-11-30T09:04:54.453996+00:00
66,37,LiquidityRemoved,0x0f06420a1af6,2,20,0x0ea2fd,"{""amount"": 86.38974594645974, ""outcome"": null}",2025-11-30T09:04:54.455295+00:00,False,2025-11-30T09:04:54.455429+00:00
67,38,LiquidityRemoved,0x06c3e30d6b99,0,41,0x07f789,"{""amount"": 51.14310367619936, ""outcome"": null}",2025-11-30T09:04:54.460040+00:00,False,2025-11-30T09:04:54.460370+00:00
68,38,TradeExecuted,0x06c3e30d6b99,1,31,0x0a265d,"{""amount"": 49.507043515166444, ""outcome"": ""YES""}",2025-11-30T09:04:54.463284+00:00,False,2025-11-30T09:04:54.463472+00:00
70,39,LiquidityAdded,0x0b98d50c8254,0,18,0x0b379d,"{""amount"": 36.39683604670309, ""outcome"": null}",2025-11-30T09:04:54.470083+00:00,False,2025-11-30T09:04:54.470239+00:00
71,39,TradeExecuted,0x0b98d50c8254,1,30,0x02a2c1,"{""amount"": 48.039900140266816, ""outcome"": ""YES""}",2025-11-30T09:04:54.471326+00:00,False,2025-11-30T09:04:54.471459+00:00
72,39,LiquidityRemoved,0x0b98d50c8254,2,29,0x0ef070,"{""amount"": 18.39601050956663, ""outcome"": null}",2025-11-30T09:04:54.472555+00:00,False,2025-11-30T09:04:54.472672+00:00
73,40,LiquidityAdded,0x0d94db07c402,0,28,0x0e30bb,"{""amount"": 76.74908271771379, ""outcome"": null}",2025-11-30T09:04:54.475860+00:00,False,2025-11-30T09:04:54.476136+00:00
74,40,MarketResolved,0x0d94db07c402,1,,0x029524,"{""amount"": 27.067134191527657, ""outcome"": null}",2025-11-30T09:04:54.479402+00:00,False,2025-11-30T09:04:54.479640+00:00
75,40,MarketResolved,0x0d94db07c402,2,31,0x053236,"{""amount"": 7.452481259344035, ""outcome"": null}",2025-11-30T09:04:54.481070+00:00,False,2025-11-30T09:04:54.481207+00:00
76,41,MarketResolved,synthetic_market_18,0,18,0x0a30f6,"{""amount"": 58.07062309627217, ""outcome"": null}",2025-11-30T09:04:54.486283+00:00,False,2025-11-30T09:04:54.486475+00:00
77,42,MarketResolved,0x062264088926,0,,0x058119,"{""amount"": 5.625610503418318, ""outcome"": null}",2025-11-30T09:04:54.491050+00:00,False,2025-11-30T09:04:54.491195+00:00
78,43,LiquidityRemoved,synthetic_market_4,0,,0x076c3e,"{""amount"": 27.03335627797672, ""outcome"": null}",2025-11-30T09:04:54.497156+00:00,False,2025-11-30T09:04:54.497359+00:00
79,43,LiquidityAdded,synthetic_market_4,1,,0x0c3961,"{""amount"": 50.81545079211071, ""outcome"": null}",2025-11-30T09:04:54.498946+00:00,False,2025-11-30T09:04:54.499116+00:00
80,43,TradeExecuted,synthetic_market_4,2,18,0x0b305c,"{""amount"": 11.268483391348548, ""outcome"": ""NO""}",2025-11-30T09:04:54.500957+00:00,False,2025-11-30T09:04:54.501125+00:00
81,44,TradeExecuted,0x0bfc0d0b1aa1,0,36,0x085837,"{""amount"": 62.775491931748, ""outcome"": ""NO""}",2025-11-30T09:04:54.504808+00:00,False,2025-11-30T09:04:54.504941+00:00
82,44,LiquidityRemoved,0x0bfc0d0b1aa1,1,44,0x091d2e,"{""amount"": 11.018894236187167, ""outcome"": null}",2025-11-30T09:04:54.506191+00:00,False,2025-11-30T09:04:54.506332+00:00
83,45,MarketResolved,0x01da190b779d,0,,0x03877c,"{""amount"": 30.72147504018037, ""outcome"": null}",2025-11-30T09:04:54.510417+00:00,False,2025-11-30T09:04:54.510703+00:00
84,45,TradeExecuted,0x01da190b779d,1,37,0x0722ca,"{""amount"": 52.18245712115998, ""outcome"": ""YES""}",2025-11-30T09:04:54.512984+00:00,False,2025-11-30T09:04:54.513156+00:00
85,45,LiquidityAdded,0x01da190b779d,2,39,0x0a8b52,"{""amount"": 23.777566254753207, ""outcome"": null}",2025-11-30T09:04:54.516087+00:00,False,2025-11-30T09:04:54.516346+00:00
86,46,MarketResolved,0x0b6056080e44,0,,0x0234ff,"{""amount"": 98.82723659879231, ""outcome"": null}",2025-11-30T09:04:54.520013+00:00,False,2025-11-30T09:04:54.520140+00:00
87,46,MarketResolved,0x0b6056080e44,1,17,0x0a2891,"{""amount"": 84.67828567654905, ""outcome"": null}",2025-11-30T09:04:54.521529+00:00,False,2025-11-30T09:04:54.521665+00:00
88,47,LiquidityRemoved,0x0968e6033010,0,15,0x09810a,"{""amount"": 94.40145359266606, ""outcome"": null}",2025-11-30T09:04:54.525016+00:00,False,2025-11-30T09:04:54.525144+00:00
89,48,LiquidityAdded,0x0c83fd0d0969,0,,0x053f5c,"{""amount"": 84.15631030779797, ""outcome"": null}",2025-11-30T09:04:54.531075+00:00,False,2025-11-30T09:04:54.531251+00:00
90,48,LiquidityRemoved,0x0c83fd0d0969,1,38,0x086172,"{""amount"": 32.66963557145749, ""outcome"": null}",2025-11-30T09:04:54.532796+00:00,False,2025-11-30T09:04:54.532946+00:00
91,49,LiquidityAdded,0x0ec90208e1b7,0,15,0x0b961b,"{""amount"": 26.42242920288657, ""outcome"": null}",2025-11-30T09:04:54.536768+00:00,False,2025-11-30T09:04:54.536928+00:00
92,49,LiquidityRemoved,0x0ec90208e1b7,1,38,0x057ebf,"{""amount"": 54.733820984710164, ""outcome"": null}",2025-11-30T09:04:54.538283+00:00,False,2025-11-30T09:04:54.538426+00:00
93,50,LiquidityAdded,0x0223530342a4,0,,0x091f36,"{""amount"": 2.6293309912254763, ""outcome"": null}",2025-11-30T09:04:54.541933+00:00,False,2025-11-30T09:04:54.542053+00:00
94,51,TradeExecuted,0x0dc1c9082f46,0,36,0x049118,"{""amount"": 82.23676265113475, ""outcome"": ""YES""}",2025-11-30T09:04:54.549013+00:00,False,2025-11-30T09:04:54.549180+00:00
95,51,MarketResolved,0x0dc1c9082f46,1,31,0x03ec79,"{""amount"": 91.17250059075091, ""outcome"": null}",2025-11-30T09:04:54.550516+00:00,False,2025-11-30T09:04:54.550681+00:00
96,52,TradeExecuted,0x083f8807c1ec,0,,0x09f6bd,"{""amount"": 17.546738937173252, ""outcome"": ""YES""}",2025-11-30T09:04:54.554522+00:00,False,2025-11-30T09:04:54.554697+00:00
97,52,LiquidityRemoved,0x083f8807c1ec,1,43,0x083d3d,"{""amount"": 28.06066447165258, ""outcome"": null}",2025-11-30T09:04:54.556259+00:00,False,2025-11-30T09:04:54.556426+00:00
98,53,TradeExecuted,0x0be35603e8e2,0,,0x070353,"{""amount"": 87.92692007306903, ""outcome"": ""NO""}",2025-11-30T09:04:54.561700+00:00,False,2025-11-30T09:04:54.562006+00:00
99,53,LiquidityAdded,0x0be35603e8e2,1,16,0x0be21c,"{""amount"": 7.059688506827774, ""outcome"": null}",2025-11-30T09:04:54.564125+00:00,False,2025-11-30T09:04:54.564291+00:00
100,54,TradeExecuted,synthetic_market_28,0,35,0x03f562,"{""amount"": 42.416972652298, ""outcome"": ""YES""}",2025-11-30T09:04:54.568898+00:00,False,2025-11-30T09:04:54.569039+00:00
101,55,TradeExecuted,0x0da811055efd,0,,0x0378c3,"{""amount"": 61.88644341175461, ""outcome"": ""YES""}",2025-11-30T09:04:54.573883+00:00,False,2025-11-30T09:04:54.574014+00:00
102,56,LiquidityRemoved,0x0f368c07542f,0,,0x0d8677,"{""amount"": 73.41054458955395, ""outcome"": null}",2025-11-30T09:04:54.579818+00:00,False,2025-11-30T09:04:54.580027+00:00
103,56,TradeExecuted,0x0f368c07542f,1,40,0x0673b2,"{""amount"": 17.160226951167317, ""outcome"": ""YES""}",2025-11-30T09:04:54.581632+00:00,False,2025-11-30T09:04:54.581776+00:00
104,56,LiquidityRemoved,0x0f368c07542f,2,,0x0f0d62,"{""amount"": 41.955189273621905, ""outcome"": null}",2025-11-30T09:04:54.583276+00:00,False,2025-11-30T09:04:54.583404+00:00
105,57,LiquidityRemoved,0x0d1e860af592,0,16,0x0bae92,"{""amount"": 62.90474052915808, ""outcome"": null}",2025-11-30T09:04:54.587475+00:00,False,2025-11-30T09:04:54.587624+00:00
106,57,TradeExecuted,0x0d1e860af592,1,,0x0afed5,"{""amount"": 68.34343545184868, ""outcome"": ""YES""}",2025-11-30T09:04:54.589047+00:00,False,2025-11-30T09:04:54.589204+00:00
107,58,LiquidityAdded,0x0630ef0e4f48,0,20,0x028705,"{""amount"": 95.92206419664686, ""outcome"": null}",2025-11-30T09:04:54.592680+00:00,False,2025-11-30T09:04:54.592831+00:00
110,59,LiquidityAdded,0x09d02e08f56b,0,28,0x037b7c,"{""amount"": 92.44233409908458, ""outcome"": null}",2025-11-30T09:04:54.604439+00:00,False,2025-11-30T09:04:54.604576+00:00
111,59,LiquidityAdded,0x09d02e08f56b,1,30,0x022a95,"{""amount"": 13.306652394010055, ""outcome"": null}",2025-11-30T09:04:54.606079+00:00,False,2025-11-30T09:04:54.606224+00:00
112,59,MarketResolved,0x09d02e08f56b,2,40,0x093665,"{""amount"": 31.297246610940576, ""outcome"": null}",2025-11-30T09:04:54.607906+00:00,False,2025-11-30T09:04:54.608029+00:00
113,60,LiquidityRemoved,synthetic_market_15,0,,0x084e1b,"{""amount"": 16.06151035864599, ""outcome"": null}",2025-11-30T09:04:54.613721+00:00,False,2025-11-30T09:04:54.613872+00:00
114,60,MarketResolved,synthetic_market_15,1,,0x0d272a,"{""amount"": 56.80989453899695, ""outcome"": null}",2025-11-30T09:04:54.615381+00:00,False,2025-11-30T09:04:54.615518+00:00
115,60,MarketResolved,synthetic_market_15,2,31,0x0ea76a,"{""amount"": 70.21099071210747, ""outcome"": null}",2025-11-30T09:04:54.617274+00:00,False,2025-11-30T09:04:54.617406+00:00
116,61,TradeExecuted,0x055ac90ce1e5,0,39,0x0be01e,"{""amount"": 57.68178727880569, ""outcome"": ""YES""}",2025-11-30T09:04:54.620838+00:00,False,2025-11-30T09:04:54.620969+00:00
117,61,LiquidityRemoved,0x055ac90ce1e5,1,,0x03177e,"{""amount"": 49.886266082326365, ""outcome"": null}",2025-11-30T09:04:54.622707+00:00,False,2025-11-30T09:04:54.622819+00:00
118,62,LiquidityAdded,0x080fe908bbe3,0,35,0x07eafd,"{""amount"": 53.94859735505132, ""outcome"": null}",2025-11-30T09:04:54.629118+00:00,False,2025-11-30T09:04:54.629307+00:00
119,62,TradeExecuted,0x080fe908bbe3,1,,0x05a865,"{""amount"": 67.23036572031282, ""outcome"": ""NO""}",2025-11-30T09:04:54.631358+00:00,False,2025-11-30T09:04:54.631518+00:00
121,63,TradeExecuted,0x0300ff0c6a74,1,36,0x01c98f,"{""amount"": 86.17864400368687, ""outcome"": ""NO""}",2025-11-30T09:04:54.638715+00:00,False,2025-11-30T09:04:54.638843+00:00
122,63,LiquidityAdded,0x0300ff0c6a74,2,29,0x06df1c,"{""amount"": 59.00220369303452, ""outcome"": null}",2025-11-30T09:04:54.640204+00:00,False,2025-11-30T09:04:54.640323+00:00
123,64,LiquidityAdded,synthetic_market_0,0,28,0x0cb796,"{""amount"": 8.69211099770359, ""outcome"": null}",2025-11-30T09:04:54.645665+00:00,False,2025-11-30T09:04:54.645867+00:00
124,65,LiquidityAdded,0x02b7830966a6,0,25,0x08af38,"{""amount"": 4.5482210140980595, ""outcome"": null}",2025-11-30T09:04:54.649722+00:00,False,2025-11-30T09:04:54.649861+00:00
125,65,LiquidityRemoved,0x02b7830966a6,1,28,0x02e86c,"{""amount"": 66.40415571898075, ""outcome"": null}",2025-11-30T09:04:54.651379+00:00,False,2025-11-30T09:04:54.651498+00:00
127,66,LiquidityAdded,0x09d44d0bf335,0,19,0x074de9,"{""amount"": 24.463091399739564, ""outcome"": null}",2025-11-30T09:04:54.658433+00:00,False,2025-11-30T09:04:54.658597+00:00
128,66,TradeExecuted,0x09d44d0bf335,1,19,0x01fc85,"{""amount"": 83.40394657173543, ""outcome"": ""NO""}",2025-11-30T09:04:54.661726+00:00,False,2025-11-30T09:04:54.661937+00:00
129,66,MarketResolved,0x09d44d0bf335,2,33,0x0ae938,"{""amount"": 90.168465555307, ""outcome"": null}",2025-11-30T09:04:54.664230+00:00,False,2025-11-30T09:04:54.664480+00:00
130,67,TradeExecuted,0x0ec3db0f165f,0,15,0x0d3911,"{""amount"": 58.96309621344568, ""outcome"": ""NO""}",2025-11-30T09:04:54.670178+00:00,False,2025-11-30T09:04:54.670315+00:00
131,67,LiquidityAdded,0x0ec3db0f165f,1,31,0x03c48d,"{""amount"": 81.95072736900273, ""outcome"": null}",2025-11-30T09:04:54.671869+00:00,False,2025-11-30T09:04:54.671999+00:00
132,68,LiquidityRemoved,synthetic_market_11,0,15,0x0999bc,"{""amount"": 24.296131113392146, ""outcome"": null}",2025-11-30T09:04:54.676367+00:00,False,2025-11-30T09:04:54.676962+00:00
133,68,LiquidityRemoved,synthetic_market_11,1,,0x03b6a3,"{""amount"": 66.0557986154566, ""outcome"": null}",2025-11-30T09:04:54.679756+00:00,False,2025-11-30T09:04:54.679933+00:00
134,69,LiquidityAdded,synthetic_market_8,0,35,0x0af711,"{""amount"": 34.21653026448095, ""outcome"": null}",2025-11-30T09:04:54.684517+00:00,False,2025-11-30T09:04:54.684683+00:00
135,70,TradeExecuted,0x0522be0c58d8,0,,0x04612d,"{""amount"": 80.33899105691827, ""outcome"": ""YES""}",2025-11-30T09:04:54.689821+00:00,False,2025-11-30T09:04:54.689995+00:00
136,70,LiquidityRemoved,0x0522be0c58d8,1,22,0x076a96,"{""amount"": 30.165561233069912, ""outcome"": null}",2025-11-30T09:04:54.691605+00:00,False,2025-11-30T09:04:54.691712+00:00
137,70,LiquidityRemoved,0x0522be0c58d8,2,25,0x06a167,"{""amount"": 29.748013517100894, ""outcome"": null}",2025-11-30T09:04:54.693640+00:00,False,2025-11-30T09:04:54.693989+00:00
138,71,LiquidityAdded,0x0314b905485d,0,35,0x0d2aed,"{""amount"": 27.87923235437757, ""outcome"": null}",2025-11-30T09:04:54.699817+00:00,False,2025-11-30T09:04:54.699973+00:00
139,71,TradeExecuted,0x0314b905485d,1,39,0x09905a,"{""amount"": 97.87326571874844, ""outcome"": ""NO""}",2025-11-30T09:04:54.703158+00:00,False,2025-11-30T09:04:54.703308+00:00
140,71,LiquidityRemoved,0x0314b905485d,2,,0x0668fb,"{""amount"": 90.27419191630973, ""outcome"": null}",2025-11-30T09:04:54.705107+00:00,False,2025-11-30T09:04:54.705252+00:00
141,72,LiquidityRemoved,synthetic_market_2,0,19,0x0a7a5b,"{""amount"": 16.744991702158472, ""outcome"": null}",2025-11-30T09:04:54.710211+00:00,False,2025-11-30T09:04:54.710409+00:00
142,73,LiquidityRemoved,0x04a3080d04f8,0,43,0x023ad4,"{""amount"": 47.11095885886387, ""outcome"": null}",2025-11-30T09:04:54.715242+00:00,False,2025-11-30T09:04:54.715373+00:00
143,73,TradeExecuted,0x04a3080d04f8,1,26,0x0379fd,"{""amount"": 69.59705316180488, ""outcome"": ""YES""}",2025-11-30T09:04:54.717097+00:00,False,2025-11-30T09:04:54.717239+00:00
144,73,MarketResolved,0x04a3080d04f8,2,41,0x040d9a,"{""amount"": 58.53836209496954, ""outcome"": null}",2025-11-30T09:04:54.719137+00:00,False,2025-11-30T09:04:54.719272+00:00
145,74,LiquidityRemoved,0x0376770e43f8,0,,0x04fe93,"{""amount"": 27.236613470666313, ""outcome"": null}",2025-11-30T09:04:54.723215+00:00,False,2025-11-30T09:04:54.723350+00:00
146,75,LiquidityAdded,0x063fe301e07d,0,40,0x057eba,"{""amount"": 65.72659816691863, ""outcome"": null}",2025-11-30T09:04:54.730127+00:00,False,2025-11-30T09:04:54.730319+00:00
147,75,LiquidityAdded,0x063fe301e07d,1,38,0x0cd7ed,"{""amount"": 50.759843837192825, ""outcome"": null}",2025-11-30T09:04:54.732189+00:00,False,2025-11-30T09:04:54.732363+00:00
150,78,LiquidityRemoved,0x0750790b7cee,0,18,0x037f89,"{""amount"": 34.00077855306559, ""outcome"": null}",2025-11-30T09:04:54.750256+00:00,False,2025-11-30T09:04:54.750479+00:00
151,78,MarketResolved,0x0750790b7cee,1,17,0x09f5ef,"{""amount"": 74.3296859973455, ""outcome"": null}",2025-11-30T09:04:54.753012+00:00,False,2025-11-30T09:04:54.753264+00:00
